datetime;Volume
2024-04-29T04:00:00Z;8075.077265402385
2024-04-29T03:00:00Z;6495.997348754351
2024-04-29T02:00:00Z;4049.884563744267
2024-04-29T01:00:00Z;8501.738383582015
2024-04-29T00:00:00Z;8730.539397038423
2024-04-28T23:00:00Z;7881.571801541263
2024-04-28T22:00:00Z;7967.561338448637
2024-04-28T21:00:00Z;7877.470813668048
2024-04-28T20:00:00Z;7183.168525486457
2024-04-28T19:00:00Z;7576.303183225342
2024-04-28T18:00:00Z;6636.876811063788
2024-04-28T17:00:00Z;8773.10030275116
2024-04-28T16:00:00Z;7547.359524810518
2024-04-28T15:00:00Z;9416.055350986506
2024-04-28T14:00:00Z;6661.102835349557
2024-04-28T13:00:00Z;9238.46650755895
2024-04-28T12:00:00Z;8701.427467042358
2024-04-28T11:00:00Z;8311.594485763877
2024-04-28T10:00:00Z;8487.535576900256
2024-04-28T09:00:00Z;7416.9942245027205
2024-04-28T08:00:00Z;7819.166476104381
2024-04-28T07:00:00Z;7068.693460149425
2024-04-28T06:00:00Z;7500.392820554613
2024-04-28T05:00:00Z;7797.675009887553
