datetime;Volume
2024-05-01T04:00:00Z;171.89674788227106
2024-05-01T03:00:00Z;426.7514309571251
2024-05-01T02:00:00Z;544.6753715895507
2024-05-01T01:00:00Z;360.850034936328
2024-05-01T00:00:00Z;320.0717402150072
2024-04-30T23:00:00Z;794.6482525960563
2024-04-30T22:00:00Z;261.74122172552603
2024-04-30T21:00:00Z;764.3516278083015
2024-04-30T20:00:00Z;634.7524939650882
2024-04-30T19:00:00Z;132.51027794313853
2024-04-30T18:00:00Z;440.83298354867196
2024-04-30T17:00:00Z;987.4680006046873
2024-04-30T16:00:00Z;815.5282724388566
2024-04-30T15:00:00Z;298.63277721555147
2024-04-30T14:00:00Z;831.7747438540027
2024-04-30T13:00:00Z;294.83541265612746
2024-04-30T12:00:00Z;393.2732019534211
2024-04-30T11:00:00Z;201.47309962552552
2024-04-30T10:00:00Z;535.3882940086725
2024-04-30T09:00:00Z;118.75223632118382
2024-04-30T08:00:00Z;861.2951357846574
2024-04-30T07:00:00Z;596.4748089191969
2024-04-30T06:00:00Z;930.6296417943058
2024-04-30T05:00:00Z;906.2352582994116
