datetime;Volume
2024-05-01T04:00:00Z;3614.7626025138284
2024-05-01T03:00:00Z;3732.931808488694
2024-05-01T02:00:00Z;2358.9408669215945
2024-05-01T01:00:00Z;4032.6615384732745
2024-05-01T00:00:00Z;2455.331588517007
2024-04-30T23:00:00Z;2394.408311645183
2024-04-30T22:00:00Z;3132.0143388073507
2024-04-30T21:00:00Z;2101.616563377027
2024-04-30T20:00:00Z;3570.822394055409
2024-04-30T19:00:00Z;1873.164817976248
2024-04-30T18:00:00Z;4320.192418426482
2024-04-30T17:00:00Z;3634.4742992707115
2024-04-30T16:00:00Z;3643.236354658134
2024-04-30T15:00:00Z;4159.356398885508
2024-04-30T14:00:00Z;2577.7543177167686
2024-04-30T13:00:00Z;3433.7335961468602
2024-04-30T12:00:00Z;2389.6268684349398
2024-04-30T11:00:00Z;2001.1767090568196
2024-04-30T10:00:00Z;3075.945588473077
2024-04-30T09:00:00Z;1841.503940979062
2024-04-30T08:00:00Z;2382.7009065620273
2024-04-30T07:00:00Z;4171.058310285968
2024-04-30T06:00:00Z;2015.7931154549842
2024-04-30T05:00:00Z;4114.65263370522
