datetime,Volume
2024-04-24T04:00:00Z,5034.265188190831
2024-04-24T03:00:00Z,5643.843857403957
2024-04-24T02:00:00Z,6076.457862235315
2024-04-24T01:00:00Z,5459.986481547265
2024-04-24T00:00:00Z,4479.035087366026
2024-04-23T23:00:00Z,6448.921161099045
2024-04-23T22:00:00Z,6335.077100361038
2024-04-23T21:00:00Z,4016.2856462203367
2024-04-23T20:00:00Z,4185.59412285832
2024-04-23T19:00:00Z,6641.910681558875
2024-04-23T18:00:00Z,5209.353172820394
2024-04-23T17:00:00Z,4989.314148979597
2024-04-23T16:00:00Z,8340.532307638821
2024-04-23T15:00:00Z,5848.543196657352
2024-04-23T14:00:00Z,4832.196738674249
2024-04-23T13:00:00Z,5702.038786622816
2024-04-23T12:00:00Z,3505.0100570809163
2024-04-23T11:00:00Z,5839.509805867026
2024-04-23T10:00:00Z,6836.150975999517
2024-04-23T09:00:00Z,4955.913237454293
2024-04-23T08:00:00Z,5855.330074959132
2024-04-23T07:00:00Z,5753.201205923835
2024-04-23T06:00:00Z,5010.7702428397915
2024-04-23T05:00:00Z,6068.294551834344
