datetime;Volume
2024-04-23T04:00:00Z;7275.046149066461
2024-04-23T03:00:00Z;9029.372876890362
2024-04-23T02:00:00Z;7489.788595528077
2024-04-23T01:00:00Z;7790.419443156038
2024-04-23T00:00:00Z;7111.848901611526
2024-04-22T23:00:00Z;8834.066148519107
2024-04-22T22:00:00Z;7628.741005916912
2024-04-22T21:00:00Z;9481.683852884029
2024-04-22T20:00:00Z;10052.497423187377
2024-04-22T19:00:00Z;9235.975894277031
2024-04-22T18:00:00Z;6745.314234964088
2024-04-22T17:00:00Z;10699.823215733324
2024-04-22T16:00:00Z;7924.1820805587
2024-04-22T15:00:00Z;8037.524531149316
2024-04-22T14:00:00Z;7098.7127772210415
2024-04-22T13:00:00Z;8208.71598752711
2024-04-22T12:00:00Z;7671.2436722129705
2024-04-22T11:00:00Z;9057.108141813633
2024-04-22T10:00:00Z;6827.622093316408
2024-04-22T09:00:00Z;8125.15164150029
2024-04-22T08:00:00Z;7652.123605189972
2024-04-22T07:00:00Z;7379.415661476218
2024-04-22T06:00:00Z;6593.482910186477
2024-04-22T05:00:00Z;8741.209006087864
