datetime,Volume
2024-04-24T04:00:00Z,1643.0473002611527
2024-04-24T03:00:00Z,1735.6298129400475
2024-04-24T02:00:00Z,785.6269526091758
2024-04-24T01:00:00Z,371.0830922308429
2024-04-24T00:00:00Z,654.8088881139025
2024-04-23T23:00:00Z,1051.477420249184
2024-04-23T22:00:00Z,877.5537532045321
2024-04-23T21:00:00Z,778.3245173757145
2024-04-23T20:00:00Z,1244.3791967075545
2024-04-23T19:00:00Z,1017.9766037471056
2024-04-23T18:00:00Z,1089.8381114930144
2024-04-23T17:00:00Z,336.5900354330081
2024-04-23T16:00:00Z,809.9803205959658
2024-04-23T15:00:00Z,1846.7198973745549
2024-04-23T14:00:00Z,752.0376965567809
2024-04-23T13:00:00Z,1134.725989225953
2024-04-23T12:00:00Z,747.0048376351637
2024-04-23T11:00:00Z,631.9671536443952
2024-04-23T10:00:00Z,534.9152140210784
2024-04-23T09:00:00Z,1096.0427636010756
2024-04-23T08:00:00Z,943.5168724357075
2024-04-23T07:00:00Z,861.6443711157125
2024-04-23T06:00:00Z,1472.7132753628769
2024-04-23T05:00:00Z,858.9184700794555
