datetime;Volume
2024-04-24T04:00:00Z;3080.552837570251
2024-04-24T03:00:00Z;3474.2216531807308
2024-04-24T02:00:00Z;2871.1175036387594
2024-04-24T01:00:00Z;4256.7701604435015
2024-04-24T00:00:00Z;2310.9405275222784
2024-04-23T23:00:00Z;3863.5753868208444
2024-04-23T22:00:00Z;4704.8827696434055
2024-04-23T21:00:00Z;4106.829689682381
2024-04-23T20:00:00Z;3343.283835400208
2024-04-23T19:00:00Z;4487.925406771714
2024-04-23T18:00:00Z;3534.4601518997893
2024-04-23T17:00:00Z;2201.380617447502
2024-04-23T16:00:00Z;3214.046722842098
2024-04-23T15:00:00Z;2825.9801888846987
2024-04-23T14:00:00Z;3410.355960663129
2024-04-23T13:00:00Z;2589.64478696254
2024-04-23T12:00:00Z;2952.3392605392064
2024-04-23T11:00:00Z;4462.269057934231
2024-04-23T10:00:00Z;3403.8558823057783
2024-04-23T09:00:00Z;2368.671838000517
2024-04-23T08:00:00Z;1834.2380685883736
2024-04-23T07:00:00Z;2615.2669285573274
2024-04-23T06:00:00Z;3306.6923093729984
2024-04-23T05:00:00Z;3037.543339556505
