datetime;Volume
2024-04-21T22:00:00Z;7602.152776948582
2024-04-21T23:00:00Z;9321.630457262865
2024-04-22T00:00:00Z;8750.78831060469
2024-04-22T01:00:00Z;6081.755778417351
2024-04-22T02:00:00Z;6415.389929438318
2024-04-22T03:00:00Z;9013.859994665016
2024-04-22T04:00:00Z;8460.30836258504
2024-04-22T05:00:00Z;6740.790940818477
2024-04-22T06:00:00Z;5829.471996302549
2024-04-22T07:00:00Z;9257.299165646802
2024-04-22T08:00:00Z;5662.789565116456
2024-04-22T09:00:00Z;5314.269206092285
2024-04-22T10:00:00Z;9954.710414713642
2024-04-22T11:00:00Z;9171.329751644864
2024-04-22T12:00:00Z;6875.688241378285
2024-04-22T13:00:00Z;8035.1238109034975
2024-04-22T14:00:00Z;8175.394731347867
2024-04-22T15:00:00Z;7402.038186601867
2024-04-22T16:00:00Z;7002.138878229091
2024-04-22T17:00:00Z;8116.131356846863
2024-04-22T18:00:00Z;7748.050713297688
2024-04-22T19:00:00Z;6509.398441093181
2024-04-22T20:00:00Z;7001.193771922022
2024-04-22T21:00:00Z;7180.635665225672
