datetime;Volume
2024-04-21T22:00:00Z;6492.887254716717
2024-04-21T23:00:00Z;6763.761464254642
2024-04-22T00:00:00Z;7388.498414976119
2024-04-22T01:00:00Z;6554.910928041293
2024-04-22T02:00:00Z;5712.172299290992
2024-04-22T03:00:00Z;8590.706179193898
2024-04-22T04:00:00Z;5179.534766778664
2024-04-22T05:00:00Z;4939.995499333279
2024-04-22T06:00:00Z;7693.143535951189
2024-04-22T07:00:00Z;6330.361929394349
2024-04-22T08:00:00Z;8165.779574303614
2024-04-22T09:00:00Z;4687.956157894942
2024-04-22T10:00:00Z;6358.0853599540405
2024-04-22T11:00:00Z;7860.8093286709645
2024-04-22T12:00:00Z;5247.649851935603
2024-04-22T13:00:00Z;6195.212558485024
2024-04-22T14:00:00Z;7254.66418640182
2024-04-22T15:00:00Z;6716.2103065171095
2024-04-22T16:00:00Z;6341.5272713742515
2024-04-22T17:00:00Z;5672.005511203205
2024-04-22T18:00:00Z;6858.238362571297
2024-04-22T19:00:00Z;5624.85418852262
2024-04-22T20:00:00Z;5328.896721169746
2024-04-22T21:00:00Z;5173.148081233426
