datetime,Volume
2024-04-22T22:00:00Z,3469.7644075160356
2024-04-22T23:00:00Z,2391.857970133792
2024-04-23T00:00:00Z,3229.9653034373123
2024-04-23T01:00:00Z,2729.54111690172
2024-04-23T02:00:00Z,3945.1254474008138
2024-04-23T03:00:00Z,3328.9282700887984
2024-04-23T04:00:00Z,4422.7193976192975
2024-04-23T05:00:00Z,4504.565521075356
2024-04-23T06:00:00Z,2360.4097014593817
2024-04-23T07:00:00Z,3454.651022274108
2024-04-23T08:00:00Z,3935.630873843525
2024-04-23T09:00:00Z,3957.993470091016
2024-04-23T10:00:00Z,3642.6829528719372
2024-04-23T11:00:00Z,3994.9743116648
2024-04-23T12:00:00Z,5129.854043945254
2024-04-23T13:00:00Z,4101.870414901878
2024-04-23T14:00:00Z,3826.0074687577217
2024-04-23T15:00:00Z,6098.748020548583
2024-04-23T16:00:00Z,3930.8384079206344
2024-04-23T17:00:00Z,3964.3908561548496
2024-04-23T18:00:00Z,4093.771392326443
2024-04-23T19:00:00Z,3831.4113375337593
2024-04-23T20:00:00Z,4155.001593524728
2024-04-23T21:00:00Z,2775.4243215579863
