datetime;Volume
2024-04-27T22:00:00Z;1197.9460055217062
2024-04-27T23:00:00Z;2381.4228163486687
2024-04-28T00:00:00Z;648.6379146806757
2024-04-28T01:00:00Z;1318.4732833861651
2024-04-28T02:00:00Z;1705.3470852668445
2024-04-28T03:00:00Z;593.0962616348379
2024-04-28T04:00:00Z;870.8169882367961
2024-04-28T05:00:00Z;2623.920032879155
2024-04-28T06:00:00Z;1979.9785698355042
2024-04-28T07:00:00Z;2136.9996506800035
2024-04-28T08:00:00Z;1377.99248196927
2024-04-28T09:00:00Z;1762.55502138664
2024-04-28T10:00:00Z;1022.6266359661769
2024-04-28T11:00:00Z;1181.1603651197547
2024-04-28T12:00:00Z;1589.6648160857615
2024-04-28T13:00:00Z;2079.979480758552
2024-04-28T14:00:00Z;1718.9028213898478
2024-04-28T15:00:00Z;2596.410968102561
2024-04-28T16:00:00Z;1746.9366180366424
2024-04-28T17:00:00Z;1497.9720030510955
2024-04-28T18:00:00Z;1425.8403899595316
2024-04-28T19:00:00Z;2131.5505521727473
2024-04-28T20:00:00Z;2665.027612723798
2024-04-28T21:00:00Z;1727.266191838956
