datetime;Volume
2024-04-29T22:00:00Z;3557.7689572680847
2024-04-29T23:00:00Z;3460.1425871501956
2024-04-30T00:00:00Z;3943.9550035806183
2024-04-30T01:00:00Z;2503.091825370521
2024-04-30T02:00:00Z;2770.5689170420337
2024-04-30T03:00:00Z;1999.2836683474977
2024-04-30T04:00:00Z;2773.3375128135885
2024-04-30T05:00:00Z;2678.809040042752
2024-04-30T06:00:00Z;3540.477730735706
2024-04-30T07:00:00Z;2877.6491266765875
2024-04-30T08:00:00Z;3790.241094618262
2024-04-30T09:00:00Z;2716.706155633688
2024-04-30T10:00:00Z;4306.16581110513
2024-04-30T11:00:00Z;2993.5909486984197
2024-04-30T12:00:00Z;2631.596219440178
2024-04-30T13:00:00Z;3266.562416683483
2024-04-30T14:00:00Z;4482.267864521859
2024-04-30T15:00:00Z;4192.767717152032
2024-04-30T16:00:00Z;3806.2146676378015
2024-04-30T17:00:00Z;2990.6606754429304
2024-04-30T18:00:00Z;3156.3183671336974
2024-04-30T19:00:00Z;2765.735154220548
2024-04-30T20:00:00Z;4035.1644878001484
2024-04-30T21:00:00Z;3511.8161749670876
